,id,name,release_date,artist_id,genre
3400,2LhBfBFZVU1IyaAgo5wghT,FREE 6LACK,2017-11-13,4IVAbR2w4JJNJDDRFP3E83,rap
3404,1cch8tBXJhBki6oImUZDGX,Play Stupid,2021-10-08,1zNqQNIdeOUZHb8zbZRFMX,rap
3406,5rWTCXmYHC6Zr8uZAGF9Cg,Emergency Tsunami (Bonus Version),2020-11-11,7rkW85dBwwrJtlHRDkJDAC,rap
3407,1tihFpzHHM9mDSoFbhMoZL,Emergency Tsunami,2020-11-06,7rkW85dBwwrJtlHRDkJDAC,rap
3409,2kx4l1OQNT2JXLld9HJDIh,Good Intentions (Brown Boy 2 Deluxe Version),2020-05-11,7rkW85dBwwrJtlHRDkJDAC,rap
3410,6WDlSPJvEMoZLHj9jJ1dhY,PAPER ROUTE iLLUMINATi,2021-07-30,3HiuzBlSW7pGDXlSFMhO2g,rap
3413,30IHawjfKkU7Nfqu8sAfJa,Rich Slave (Deluxe),2021-01-22,3HiuzBlSW7pGDXlSFMhO2g,rap
3414,19U7uimektA9B78KaLaydy,4NEM,2021-12-17,15iVAtD3s3FsQR4w1v6M0P,rap
3415,3z5CI79bVeKC604tQ32HW6,Bang (10th Anniversary Edition),2021-10-12,15iVAtD3s3FsQR4w1v6M0P,rap
3416,0BrOZ6Dudq1igzy0g9PXzQ,"The GloFiles, Pt. 4",2020-03-06,15iVAtD3s3FsQR4w1v6M0P,rap
3417,05nUDymtjkkya5l7gtyznT,People's Champ,2022-02-04,2pSObt5Fk8izuX8ZfI3jRn,rap
3418,3i0K87zR61IaWGgshaf85n,Same Ol Same Ol,2021-06-26,2pSObt5Fk8izuX8ZfI3jRn,rap
3419,0sJqMIlNPmSNVbsBul7GKa,DJ Cliffy D Presents: Upchurch Remixed,2021-05-18,2pSObt5Fk8izuX8ZfI3jRn,rap
3420,2C9n12izeGNvEJ0FlSUTxX,Mud to Gold,2021-02-10,2pSObt5Fk8izuX8ZfI3jRn,rap
3421,74krWdYGCfCa4yeoUj6Sgr,Hideas: The Album,2021-01-21,2pSObt5Fk8izuX8ZfI3jRn,rap
3422,2lTh3MtdESaC4jg5E82JEE,Shiesty Season: Certified,2022-04-29,5F1aAS1duwlzExnPs3l2Xe,rap
3423,4Dn7V8EU84yPMe03MsefyU,Shiesty Season - Spring Deluxe,2021-05-21,5F1aAS1duwlzExnPs3l2Xe,rap
3424,2UwJ4Nt10VStLczYefhcEV,Shiesty Season,2021-02-05,5F1aAS1duwlzExnPs3l2Xe,rap
3426,34XtbecbNS1pL9znmQO7wV,It's Up (feat. BIG30),2022-04-28,5F1aAS1duwlzExnPs3l2Xe,rap
3427,6np2Ix6RidhSseqw2dZovP,B.I.B.L.E.,2022-04-08,14CHVeJGrR5xgUGQFV5BVM,rap
3428,2F8sqO6n3U3NO8t1qVLWs0,800 BC,2020-04-24,14CHVeJGrR5xgUGQFV5BVM,rap
3430,6ZMqT0qr0Sh9lb1Ww2bU7M,Top Notch (feat. Fivio Foreign),2022-04-01,14CHVeJGrR5xgUGQFV5BVM,rap
3431,66GLiXR40lPbFF3vPc8YXX,Unbothered (Deluxe),2021-05-14,7d3WFRME3vBY2cgoP38RDo,rap
3432,0Elwgwh70pJTeBPuer7wz0,Unbothered,2021-01-22,7d3WFRME3vBY2cgoP38RDo,rap
3434,47FalEKu0of8GExDtZBkxT,Shelby,2019-03-01,7d3WFRME3vBY2cgoP38RDo,rap
3436,1kraCYAyFRzWXvfftapJZp,They Got Amnesia,2021-11-23,6vXTefBL93Dj5IqAWq6OTv,rap
3439,2mTRsFeFo7zou6PWFLT03v,CB5,2020-11-20,6vXTefBL93Dj5IqAWq6OTv,rap
3440,5zuUdzjhJbLJLf2wGJEcFq,Still Together,2019-08-21,1Oa0bMld0A3u5OTYfMzp5h,rap
3441,7KWH3BXW7Umo93uOAdSv0R,There Will Never Be Another Nate Dogg,2018-08-08,1Oa0bMld0A3u5OTYfMzp5h,rap
3442,35ozkX7LrBih6NCACqLoeJ,No Matter Where I Go,2016-04-25,1Oa0bMld0A3u5OTYfMzp5h,rap
3443,6ambJONPZQuQOxu3jIIDy4,Just Another Day,2016-04-20,1Oa0bMld0A3u5OTYfMzp5h,rap
3444,6ZzHqyeQGSflmKMndyNxYH,The Prodigal Son (Digitally Remastered),2015-05-12,1Oa0bMld0A3u5OTYfMzp5h,rap
3445,4PID9ExpAM3SuYCPlBseRv,ATLiens (25th Anniversary Deluxe Edition),2021-08-27,1G9G7WwrXka3Z1r7aIDjI7,rap
3446,5KOQHt4JKmtDbC4k1YLuBl,Stankonia (Deluxe Version),2020-10-30,1G9G7WwrXka3Z1r7aIDjI7,rap
3447,2YHXNl8D5FkJntGSnXHTa3,Live From Los Angeles,2013-12-10,1G9G7WwrXka3Z1r7aIDjI7,rap
3448,3L6JBfRxhzGzhhRDlTEdBz,Idlewild,2006-08-22,1G9G7WwrXka3Z1r7aIDjI7,rap
3449,0QcZ0udPMK7JkcZW3ptDXV,Floor Seats II,2020-09-25,5dHt1vcEm9qb8fCyLcB3HL,rap
3450,6bI4IQKBcLX0KsTjQ9NR97,Floor Seats,2019-08-16,5dHt1vcEm9qb8fCyLcB3HL,rap
3451,0tQ7Iu6EicQTPyhYRNWjaT,Still Striving,2017-08-18,5dHt1vcEm9qb8fCyLcB3HL,rap
3452,6zKZppa0VTDiPuAb14cRUo,boros,2021-12-24,62F9BiUmjqeXbBztCwiX1U,rap
3453,6Vhnu49bSHfEnnuwiN1Rf7,SWAMP,2020-12-25,62F9BiUmjqeXbBztCwiX1U,rap
3454,5MLzw4c0ErwhlHEAMq4fJF,YIN,2020-05-19,62F9BiUmjqeXbBztCwiX1U,rap
3455,41sY7dov5ZY2OZ3Tcj7qFk,THIS DOES NOT EXIST,2020-01-01,62F9BiUmjqeXbBztCwiX1U,rap
3456,5VYSXBghit2yq6pZ8lfVy1,SWAMP DRAINED,2019-04-20,62F9BiUmjqeXbBztCwiX1U,rap
3457,21rCymkjqfD8yeyeoPbJMS,B4 The Storm (Complete Edition),2020-10-23,6MPCFvOQv5cIGfw3jODMF0,rap
3458,6U5j597olXfdjtd6wHd3Cu,B4 The Storm,2020-08-29,6MPCFvOQv5cIGfw3jODMF0,rap
3460,754RY5WpZ2LTUZsk8kDBju,We Are Not Your Kind,2019-08-09,05fG473iIaoy82BF1aGhL8,rap
3461,09pLzub9F2asXde8dH2UDN,Day Of The Gusano (Live),2017-10-20,05fG473iIaoy82BF1aGhL8,rap
3462,0pO7TRTo69ENwwKzgE7guN,.5: The Gray Chapter,2014-10-20,05fG473iIaoy82BF1aGhL8,rap
3463,7sQaAG0uKCPPV45R12SWu9,.5: The Gray Chapter (Special Edition),2014-10-17,05fG473iIaoy82BF1aGhL8,rap
3465,5TJ8D5dMvMYla06T6hTAvA,Bigger Than Life Or Death (Deluxe),2021-12-17,4FlG0V0jhLO4qGpayFOphj,rap
3466,50590zy2jXipuPgHomTXgv,Bigger Than Life Or Death Part 2,2021-12-03,4FlG0V0jhLO4qGpayFOphj,rap
3467,5rr453Bj1rQuZMwp13I4sz,Who is Nardo Wick?,2021-12-02,0Njy6yR9LykNKYg9yE23QN,rap
3468,1Rgimz7Cn1RfMYz6cUsD4q,Krazy Krazy,2022-04-29,0Njy6yR9LykNKYg9yE23QN,rap
3469,6SEeNB2xGW1kmysKSvWYqC,Me or Sum (feat. Future & Lil Baby),2021-11-29,0Njy6yR9LykNKYg9yE23QN,rap
3470,7kBs5yKcBV5yrk9WRwHr30,Death Certificate (Complete Edition),2021-10-29,3Mcii5XWf6E0lrY3Uky4cA,rap
3471,0EVgPaKOC8o9JFVpKLMSoz,Everythangs Corrupt,2018-12-07,3Mcii5XWf6E0lrY3Uky4cA,rap
3472,0m5NEg8cDvdnpFgd59DZDu,Woodstock '99 (Live),2017-05-19,3Mcii5XWf6E0lrY3Uky4cA,rap
3473,6OO2UwdNFInWJzCUaINMub,I Am The West,2010-09-28,3Mcii5XWf6E0lrY3Uky4cA,rap
3474,7KtyUeiJidoZO0ybxBXw0Q,Melt My Eyez See Your Future,2022-03-25,6fxyWrfmjcbj5d12gXeiNV,rap
3475,3qBjWOPsBWKPlVlclxIeWZ,UNLOCKED (Instrumental),2020-05-01,6fxyWrfmjcbj5d12gXeiNV,rap
3476,5LsyqeWryTmxsmda4xkm5a,UNLOCKED,2020-02-07,6fxyWrfmjcbj5d12gXeiNV,rap
3477,6PkSBdx19zarn4ae1D08gA,ZUU,2019-05-31,6fxyWrfmjcbj5d12gXeiNV,rap
3478,6idVoBWP2mt1qoMtASm3gc,TA13OO,2018-07-27,6fxyWrfmjcbj5d12gXeiNV,rap
3479,11BJJE6R9ovFR6J2fMoLWc,The Recession 2,2020-11-20,4yBK75WVCQXej1p04GWqxH,rap
3480,02Lszmxzs1Eyd6rMFkOtjm,Twenty/20 Pyrex Vision,2020-03-27,4yBK75WVCQXej1p04GWqxH,rap
3481,3eYmN6spICNGH3gmdPpDtm,TM104: The Legend of the Snowman,2019-08-23,4yBK75WVCQXej1p04GWqxH,rap
3482,0CcNCEzyIKRWzdXvtnwGS7,SoundCloud Daze,2022-01-28,21WS9wngs9AqFckK7yYJPM,rap
3484,2uBhSx6lqr4RkWM2YUYOrC,TrapStar Turnt PopStar (Deluxe Edition),2019-05-03,21WS9wngs9AqFckK7yYJPM,rap
3486,6HZljvG0A6BQKgVFzn6rsw,Blue Skies (Deluxe),2022-04-15,1wxPItEzr7U7rGSMPqZ25r,rap
3487,22xmQgYCIP1fcqqyfv7ZSl,Pain,2022-03-04,1wxPItEzr7U7rGSMPqZ25r,rap
3488,5YJi6fpw1Vyf8qTEmm8z4x,moonman,2022-02-25,1wxPItEzr7U7rGSMPqZ25r,rap
3490,6KSoCfSRnoBz0Jkhssrqk0,Memphis Legends,2018-12-15,08Ld63UgKrJ0nZnCkzHtzc,rap
3491,2ciYZ7L5LfEp1y9yxs5KPg,King Shit Only,2018-08-23,08Ld63UgKrJ0nZnCkzHtzc,rap
3492,75Hy1OsezSYCVs7r9wLgwT,2kings,2017-12-06,08Ld63UgKrJ0nZnCkzHtzc,rap
3493,13QoVEDTHyjnRRPhvvpRte,M.O.B.,2017-09-08,08Ld63UgKrJ0nZnCkzHtzc,rap
3494,2LtAHPO9OgcH0A8aXHnjDh,Pistol & A Scale,2015-10-16,08Ld63UgKrJ0nZnCkzHtzc,rap
3495,1MPQSjOwfHFILDB3DGoyrp,Half Tee Half Beast,2022-04-15,6AUl0ykLLpvTktob97x9hO,rap
3496,3jsB125uASN4W8nNnT3X2r,Built For Whatever,2021-05-07,6AUl0ykLLpvTktob97x9hO,rap
3498,6761zb6DlYs7Vp4Wgmpi7c,The Smartest,2020-06-19,6AUl0ykLLpvTktob97x9hO,rap
3500,4aWPCLZWr9gG0ucLIMJavx,Ballads Of The Broken,2021-09-17,19k8AgwwTSxeaxkOuCQEJs,rap
3501,4RjBKqrFun5Q72gIsSkN7R,Waylon & Willie IV,2020-12-16,19k8AgwwTSxeaxkOuCQEJs,rap
3502,5LtYMFZoC0elRSipbMV5sw,Self Medicated,2020-10-16,19k8AgwwTSxeaxkOuCQEJs,rap
3503,5NaOVfywXItXB2KMRj8aMZ,A Beautiful Disaster,2020-03-13,19k8AgwwTSxeaxkOuCQEJs,rap
3504,72iAwt0JTYutgyO8cDsSj6,CM10: Free Game (Deluxe),2022-02-07,6Ha4aES39QiVjR0L2lwuwq,rap
3506,4x3Rld7KvaO5HH8dJN8eDU,CM10: Free Game (Side B),2022-02-04,6Ha4aES39QiVjR0L2lwuwq,rap
3507,5IX0jXUhnaOyc7uqJi5DCT,CM10: Free Game,2022-02-03,6Ha4aES39QiVjR0L2lwuwq,rap
3509,4odeNH2Qe9DAxT3sC1qq9p,Super What?,2021-05-07,2pAWfrd7WFF3XhVt9GooDL,rap
3510,5XrsB0YjsgEftjA9etarsL,NEHRUVIANDOOM (REDUX),2019-10-11,2pAWfrd7WFF3XhVt9GooDL,rap
3511,6NhLXvyDG7QbCqFDFHh9ja,BORN LIKE THIS (Redux),2019-03-27,2pAWfrd7WFF3XhVt9GooDL,rap
3512,2PPvDD3t985MvMphfSwzgr,Czarface Meets Metal Face,2018-03-30,2pAWfrd7WFF3XhVt9GooDL,rap
3513,0baxtwETSL9uVjKBb6e4qw,Czarface Meets Metal Face (Instrumentals),2018-03-29,2pAWfrd7WFF3XhVt9GooDL,rap
3517,2n3quCZ0anEa46j2IveacI,Revenge Of The Dreamers III,2019-07-05,1iNqsUDUraNWrj00bqssQG,rap
3518,1NPxBmG3k3UzybcaxxSVuB,Escape From New York,2019-05-24,2P5sC9cVZDToPxyomzF1UH,rap
3519,2ZmDoyNYarmubD4vTfwh6g,ALL-AMERIKKKAN BADA$$,2017-04-07,2P5sC9cVZDToPxyomzF1UH,rap
3520,1rJXQEZ5DnUalRSPB3R0WO,B4.DA.$$,2015-01-20,2P5sC9cVZDToPxyomzF1UH,rap
3521,1aWwR3GZfghKLUoMKapwiW,The Butterfly Effect,2021-10-22,6PXS4YHDkKvl1wkIl4V8DL,rap
3522,2N0kxmM4FsbfDum01SMSJr,You Know The Vibes,2020-12-11,6PXS4YHDkKvl1wkIl4V8DL,rap
3523,3NZWBye9WJwLcY3EJkg3WY,Trap & B,2020-02-14,6PXS4YHDkKvl1wkIl4V8DL,rap
3524,2FFSF7wM4kWUcKmJYQ4izI,Bruce Wayne,2018-06-08,6PXS4YHDkKvl1wkIl4V8DL,rap
3526,2G549zeda2XNICgLmU0pNW,RAMONA PARK BROKE MY HEART,2022-04-08,68kEuyFKyqrdQQLLsmiatm,rap
3527,2suR5CCbtL2Wq8ShFo8rFr,Vince Staples,2021-07-09,68kEuyFKyqrdQQLLsmiatm,rap
3528,1XGGeqLZxjOMdCJhmamIn8,FM!,2018-11-02,68kEuyFKyqrdQQLLsmiatm,rap
3529,11AncjVTiUt9J85tqzzkRj,Certified Hitmaker (AVA Leak),2020-08-14,5zctI4wO9XSKS8XwcnqEHk,rap
3530,2a1AHCq835BXUcX1aTTWqQ,Certified Hitmaker,2020-02-06,5zctI4wO9XSKS8XwcnqEHk,rap
3532,5MDmKDe9kmJBsf8yYn8dUM,Born 2 Rap,2019-11-29,0NbfKEOTQCcwd6o7wSDOHI,rap
3533,4RjeyDmgeOPj2zlDayPFjy,1992,2016-10-14,0NbfKEOTQCcwd6o7wSDOHI,rap
3534,1tiCHRx9AI11hfcLmkGEXT,Magic,2021-12-24,20qISvAhX20dpIbOOzGK3q,rap
3535,6CM5qhYBvpgYNek5kYwuOJ,King's Disease II,2021-08-06,20qISvAhX20dpIbOOzGK3q,rap
3536,13heDPCGwoIdufMoHIyjmh,It Was Written (Expanded Edition),2021-07-02,20qISvAhX20dpIbOOzGK3q,rap
3537,4jJODKPtcYY2ApUwms1hNY,Rich Shooter,2021-08-04,5yPzzu25VzEk8qrGTLIrE1,rap
3538,4emCVXg7Sd9tFn0DEf8B1L,DR. EV4L,2021-05-18,5yPzzu25VzEk8qrGTLIrE1,rap
3539,2Un7PE3GaK2Mbg2iYBYfMN,Anyways,2020-02-24,5yPzzu25VzEk8qrGTLIrE1,rap
3540,3jvcVodjikx2tcIoCojLxw,Blood Was Never Thick As Water,2021-10-22,4nXOZlYoAD67hF9aUEncMY,rap
3541,6CVxNkaEp8eg3bwlJOuVgD,The South Got Something to Say (Deluxe Album),2019-12-13,4nXOZlYoAD67hF9aUEncMY,rap
3542,3SNpwvPDO9MfNJCJwhNCd7,The South Got Something to Say,2019-07-01,4nXOZlYoAD67hF9aUEncMY,rap
3543,08WwBA0maVmt0ZaMXJwVzK,FIVE FIVE,2018-03-05,4nXOZlYoAD67hF9aUEncMY,rap
3544,67yuiVOxMZS1D4W74o6Zw6,Drop Out of School,2017-02-24,4nXOZlYoAD67hF9aUEncMY,rap
3545,09jvKfjn3Ny9yqhxrQAGd3,Ain't Gone Do It / Terms and Conditions,2020-12-18,3crnzLy8R4lVwaigKEOz7V,rap
3546,5EK2Kc4pKtcVGUM4Dvz2PQ,Practice Makes Paper,2019-07-26,3crnzLy8R4lVwaigKEOz7V,rap
3549,3N3alcn9EvmanafUt70Vxh,From a Birds Eye View,2022-01-14,0huGjMyP507tBCARyzSkrv,rap
3551,6Pb7PMZtW0fuEM1lCGvCDu,The Lost Boy,2019-07-26,0huGjMyP507tBCARyzSkrv,rap
3552,6l4itLa2SkBAVBASZ2WKFv,YBN: The Mixtape,2018-09-07,0huGjMyP507tBCARyzSkrv,rap
3553,6q8AAimjVfKuv9PrI5xto9,TattleTales,2020-09-04,7gZfnEnfiaHzxARJ2LeXrf,rap
3554,1ubczeMvCrPHbSEjgfu4a7,Day69: Graduation Day,2018-04-10,7gZfnEnfiaHzxARJ2LeXrf,rap
3555,06XM9ExRELs8dcuwEAn1jd,DUMMY BOY,2018,7gZfnEnfiaHzxARJ2LeXrf,rap
3556,16KLGpWN1DhkTIHl3DRlux,Tekashi69,2017-03-24,7gZfnEnfiaHzxARJ2LeXrf,rap
3557,4IAMLhL37kMrpByavj25Ne,Redemption,2018-06-15,28ExwzUQsvgJooOI0X1mr3,rap
3558,1fsvlnonD95p6VTEdQ7zJn,90059,2015-09-11,28ExwzUQsvgJooOI0X1mr3,rap
3559,3MwxfLMaztuCkOnsrisxGn,From Hood Tales to the Cover of XXL,2010-07-20,28ExwzUQsvgJooOI0X1mr3,rap
3560,3rUHGaVqZlrSwN9FGwF5ZT,Own Two,2021-03-05,28ExwzUQsvgJooOI0X1mr3,rap
3561,5VqcwoAxEBcc3o7WKNyTw3,fuK u lol,2022-04-22,7yntSJ6uojO3z6GFUVwhAW,rap
3562,7ycyfTn9AqKH27KjA4XQqp,POLTERGEIST!,2022-04-08,7yntSJ6uojO3z6GFUVwhAW,rap
3563,5kcBHP5GH7fsOJLwVfXmx3,HOT DEMON B!TCHES NEAR U ! ! !,2021-09-03,7yntSJ6uojO3z6GFUVwhAW,rap
3564,2y8j3djW8ZswvAbEcPBBti,DAYWALKER! (feat. CORPSE),2021-03-12,7yntSJ6uojO3z6GFUVwhAW,rap
3565,26JLBgmg9yNxBcdBhX0f63,some boring love stories pt 5,2020-11-20,6bmlMHgSheBauioMgKv2tn,rap
3566,0w5Q4bGIpbvmEzTgAtDt72,draw you inside my book (feat. KMays),2022-04-08,6bmlMHgSheBauioMgKv2tn,rap
3567,4MQRdmpYmA0GZx8XoUJLYi,sleeping on the floor,2022-03-04,6bmlMHgSheBauioMgKv2tn,rap
3568,4WxVgfa6HW5YWyj5I4yURT,Alienated,2021-11-12,6bmlMHgSheBauioMgKv2tn,rap
3569,0nyUIJbb1bEIRCTpD2sQ2R,tell me your feelings and i won't tell you mine,2021-10-08,6bmlMHgSheBauioMgKv2tn,rap
3570,3gEv1vpsDgaEo4TLuu0Lwz,ANTI-ICON,2020-10-21,3uL4UpqShC4p2x1dJutoRW,rap
3571,2W5rUof3EANdwzqAMtAWhF,N / O / I / S / E,2018-10-10,3uL4UpqShC4p2x1dJutoRW,rap
3572,4pzCKSWYNM2yUWrNvycC6e,Hexada,2017-09-05,3uL4UpqShC4p2x1dJutoRW,rap
3573,0LioZXqkOOQV0JZLY1jyoZ,Plagues,2016-11-14,3uL4UpqShC4p2x1dJutoRW,rap
3574,0DdnuauBuHPfG8Y1pAmYVf,Blackmage,2016-07-03,3uL4UpqShC4p2x1dJutoRW,rap
3575,2kFuYLpvLUTxTyUeyGBgvN,Heartfelt (Deluxe),2022-03-02,6z7xFFHxYkE9t8bwIF0Bvg,rap
3576,66GGILPLp2sn6bNv6iyuct,Heartfelt,2022-02-22,6z7xFFHxYkE9t8bwIF0Bvg,rap
3577,7L2bmWvLsGuK0EYXwigLFx,Back 2 BR,2021-11-26,6z7xFFHxYkE9t8bwIF0Bvg,rap
3578,4ABPv0IacOYv3ibFV5Tmmm,Goat Talk 3,2021-07-16,6z7xFFHxYkE9t8bwIF0Bvg,rap
3579,3KdYXyQFMJcVztymJP5ELB,Meth Lab Season 3 : The Rehab,2022-05-06,4VmEWwd8y9MCLwexFMdpwt,rap
3580,483PEYCEMWVPGAubRJzAkP,Meth Lab Season 2: The Lithium,2018-12-14,4VmEWwd8y9MCLwexFMdpwt,rap
3581,0NqqvJsBatHVMXUcLfGuad,The Meth Lab,2015-08-21,4VmEWwd8y9MCLwexFMdpwt,rap
3582,4VzVHSPoh9MP85THaTfYpN,City On Lock,2020-06-20,37hAfseJWi0G3Scife12Il,pop
3583,2MYj2y4FaVGKXIA0iIHsFk,City On Lock (Kitty Talk Edition),2020-06-19,37hAfseJWi0G3Scife12Il,pop
3584,6zzs0HMzEPRotJaEJe8uwJ,Girl Code,2018-11-16,37hAfseJWi0G3Scife12Il,pop
3585,1Lj2lKxrwpvuZkKjZAgrKl,PERIOD,2018-05-11,37hAfseJWi0G3Scife12Il,pop
3587,4FBSxr49Czuc58UtA5AIEW,Proud Of Me Now,2020-12-17,1tG7s7S4sq2eFFW0QZyLbm,rap
3589,6lJqLqRmWGmsw8aLEoSlZ9,One and Only,2020-05-15,1tG7s7S4sq2eFFW0QZyLbm,rap
3590,72qA6s4fjF8Y2VX1UDMfp2,GEMINI,2017-09-22,3JhNCzhSMTxs9WLGJJxWOY,rap
3591,2kqn09pydzvKvB3xWbAxY4,This Unruly Mess I've Made,2016-02-26,3JhNCzhSMTxs9WLGJJxWOY,rap
3593,2pFX16u42q0e5F5vRmmzYT,The Heist (Deluxe Edition),2012-10-09,3JhNCzhSMTxs9WLGJJxWOY,rap
3594,0d2livswZ7Q3puCCJCE0Ge,It Was Fun While It Lasted,2022-03-04,4iDroUFo89Y7YBsdDTBmTD,rap
3595,4X381fJ53pMVKyFYoFNBYA,MISCREANT,2019-09-20,4iDroUFo89Y7YBsdDTBmTD,rap
3597,05FrlFmadVg3IuRnYp3Of5,Loser,2022-01-28,4iDroUFo89Y7YBsdDTBmTD,rap
3598,6Bj1BOECYspiKwKl1DbrlX,F*ck Society (feat. Sueco),2022-01-21,4iDroUFo89Y7YBsdDTBmTD,rap
3599,7gVVCqQnGgybY3OTdkJuKY,Blockchain,2021-11-12,3Rx4PJ7SP6unkOk5elPUK7,rap
3600,3raeLaYMyhfb67HgnnNrsg,Epidemic (Deluxe),2020-08-21,3Rx4PJ7SP6unkOk5elPUK7,rap
3602,3RxpooDT1k9yceUKmArDXD,Epidemic,2020-03-02,3Rx4PJ7SP6unkOk5elPUK7,rap
3603,1IpufqmucrxYUJQxf1AP0n,Evolution (Deluxe Edition),2018-10-19,3TOqt5oJwL9BE2NG9MEwDa,rap
3605,4mCW6XUPY8bZxlEx6o6vlo,Disturbed - Live at Red Rocks,2016-11-18,3TOqt5oJwL9BE2NG9MEwDa,rap
3606,3qFQ4XNQ15alZrAaj5oGJK,Immortalized,2015-08-21,3TOqt5oJwL9BE2NG9MEwDa,rap
3608,6Dk8225zWYNt429aqGmmPp,Lucky 7,2021-01-29,1pPmIToKXyGdsCF6LmqLmI,rap
3609,1w3bK9CG80xsuDPlrz5EV7,Nobody Safe,2020-11-20,1pPmIToKXyGdsCF6LmqLmI,rap
3610,2e27bboQbHsx4q3JBxBWDq,dying lately,2021-08-02,26JloX1vHxGGrGUVeMItFJ,rap
3611,4xL8Agj0pO2zwbr0WDO6Ee,Autumn Gloom,2020-03-18,26JloX1vHxGGrGUVeMItFJ,rap
3612,0NS8YP4wdomQC3KtmYsWtW,Save Our Souls,2019-06-15,26JloX1vHxGGrGUVeMItFJ,rap
3613,0bHjLfex60FbxzdV47nKTU,Better Off Dead III,2018-10-11,26JloX1vHxGGrGUVeMItFJ,rap
3614,6eLN6FtQ8SOZG76S97Hoxr,Wither,2018-07-03,26JloX1vHxGGrGUVeMItFJ,rap
3615,5lj96ySx4mN7RKS1zlkXLI,Nipsey Hussle & YG,2018-07-13,0EeQBlQJFiAfJeVN2vT9s0,rap
3616,6rcbbhcm8Os7EiVRHP9Aef,Victory Lap,2018-02-16,0EeQBlQJFiAfJeVN2vT9s0,rap
3618,6pAP6aJ2SUmhE9VXB8bm02,Slauson Boy 2,2017-12-10,0EeQBlQJFiAfJeVN2vT9s0,rap
3619,7aQSug5yYLtISyxh9eEglW,Gasanova,2020-10-02,2YOYua8FpudSEiB9s88IgQ,rap
3620,1oxxysQmylUXuxzSdHlqUc,Baby Gravy 2,2020-02-14,2YOYua8FpudSEiB9s88IgQ,rap
3621,6xd9phTkcEIsi1JWhbxZM3,Sensational,2019-05-31,2YOYua8FpudSEiB9s88IgQ,rap
3622,0KkHzH0uia9zwPbrCbS6NY,TWOPOINTFIVE,2021-11-05,3Gm5F95VdRxW3mqCn8RPBJ,pop
3624,7v9X4S8SFPAgbhCQOM6RuR,Limbo (Deluxe),2020-12-04,3Gm5F95VdRxW3mqCn8RPBJ,pop
3625,6a8GwYiEMrXgMvZBvuBXrt,Limbo,2020-08-07,3Gm5F95VdRxW3mqCn8RPBJ,pop
3626,49qpwRDGLfNAkUG9UeGoTV,Crunk Rock (Deluxe),2010-01-01,7sfl4Xt5KmfyDs2T3SVSMK,rap
3627,3t1KcEIjoOo2W5oA1wAh1N,We Still Crunk!,2000-08-15,7sfl4Xt5KmfyDs2T3SVSMK,rap
3628,36CrsFm1lEkxrkN0jbKU4E,Too Short Mixtapes Vol 1: Nation Riders,1999-08-24,7sfl4Xt5KmfyDs2T3SVSMK,rap
3629,2VUhkRrg5dEJIGewOBOc7J,Moon Boy,2021-07-23,3KNIG74xSTc3dj0TRy7pGX,rap
3631,2RhpPh3aaviygDMbFUa3HG,Love Scars: The 5 Stages Of Emotions (Deluxe),2020-10-16,3KNIG74xSTc3dj0TRy7pGX,rap
3632,5gNVVayf3ReHePkP9HeDgz,Bleu Vandross 3,2020-08-28,3KNIG74xSTc3dj0TRy7pGX,rap
3633,07hz4wrUWUmugPvi9jakrA,INV 3,2020-05-08,3KNIG74xSTc3dj0TRy7pGX,rap
3634,1OmWlObj9gAwNnTNgxBUmz,While The World Was Burning,2020-11-20,0H39MdGGX6dbnnQPt6NQkZ,rap
3635,0ufGvePLRPce9olVIZhRyE,Ghetto Lenny's Love Songs,2019-08-23,0H39MdGGX6dbnnQPt6NQkZ,rap
3636,6SInUyQqx0RZaVTSEioHkD,Collection One,2018-03-30,0H39MdGGX6dbnnQPt6NQkZ,rap
3637,1Eoy1ADRQDviO2WX2V2vyP,The Best Part of Life (Imanbek Remix),2022-05-06,0H39MdGGX6dbnnQPt6NQkZ,rap
3638,6epR3D622KWsnuHye7ApOl,Respect M.E.,2006-09-04,2wIVse2owClT7go1WT98tk,pop
3639,6vV5UrXcfyQD1wu4Qo2I9K,The Cookbook,2005-07-04,2wIVse2owClT7go1WT98tk,pop
3640,4ffXByMAjLpd25ZyzEJNMK,This Is Not a Test!,2003-11-01,2wIVse2owClT7go1WT98tk,pop
3641,3ORZJooQn1piUEFhHYd1W1,Mafia Bidness (Deluxe),2020-11-27,4tYSBptyGeVyZsk8JC4JHZ,rap
3643,7tlluarkbgdrGwRdZk7Mr4,Mafia Bidness,2020-07-31,4tYSBptyGeVyZsk8JC4JHZ,rap
3645,6lolOKwewTA3hoBA6FDTI0,Party Pack. Vol 2,2019-09-04,4tYSBptyGeVyZsk8JC4JHZ,rap
3646,4Y0o25IzYCYN9PmpVVigiG,Shooter Ready,2021-09-24,6vbY3hOaCAhC7VjucswgdS,rap
3648,0nBXe6owj1w6DMjpTjEPhP,Summer 96,2019-06-28,6vbY3hOaCAhC7VjucswgdS,rap
3649,1zEYmX4jkf2m9byUcz4iJX,Reloaded,2017-09-15,6vbY3hOaCAhC7VjucswgdS,rap
3650,5iwHnTMSgzypmxdmQOr7if,"ROADRUNNER: NEW LIGHT, NEW MACHINE PLUS PACK",2021-06-04,1Bl6wpkWCQ4KVgnASpvzzA,rap
