,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
441,DJ Khaled,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,78,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,200221,4
442,Cubicolor,Wake Me Up - Tale Of Us Remix (Mixed),4wLEnzru5f9Dmgswvn47Zz,20,0.63,0.919,10,-6.825,0,0.0403,0.00449,0.701,0.0626,0.127,119.904,312184,4
443,The Neighbourhood,Pretty Boy,7IL8PSVwLOJxqYne6azxQv,76,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,4
444,Kahwe,This World - Mixed,4BMhNY5LXii4VsiW2J5vKs,17,0.682,0.899,5,-6.065,0,0.042,0.00361,0.707,0.349,0.118,127.045,295514,4
445,Water Sound Natural White Noise,Deep Sleep Recovery Noise,5pGBDKBaR63vuJ4g8ialcU,76,0.0,0.032,1,-30.704,1,0.0,0.916,0.202,0.103,0.0,0.0,63000,0
446,Craig Connelly,Time Machine (Mixed),0MbIwfFvlLpK2yW6w3kmbd,21,0.508,0.887,4,-8.721,0,0.137,0.00441,0.987,0.127,0.648,135.215,49676,4
447,Lil Baby,Sum 2 Prove,5f4Hy5mw5SRaUgXX9c6P5S,72,0.827,0.552,4,-7.571,0,0.274,0.0169,0.0,0.122,0.408,124.011,205760,4
448,Ruben de Ronde,Wanderlust (Mixed) - Eugenio Tokarev Remix,6D7vBlmjLq1oMqSqqc43wp,19,0.444,0.962,1,-10.61,1,0.167,0.000129,0.0303,0.396,0.434,138.035,83480,4
449,Stellar,Ashes,3Pj6u2KTgepyyidp5xfbHp,78,0.712,0.568,5,-7.864,0,0.0546,0.0947,0.0,0.169,0.46,130.019,166356,4
450,HALIENE,Walk Through Walls (Mixed) - Markus Schulz Remix,5Tuo7Zc8r8ITLMwKzTOmVu,20,0.385,0.972,1,-7.873,1,0.062,3.02e-06,0.249,0.254,0.723,136.012,84720,4
451,Cole Swindell,Single Saturday Night,1irAliF0T8sLIOPJp6n7rU,71,0.623,0.79,7,-5.07,1,0.0473,0.118,0.0,0.226,0.694,81.949,187684,4
452,Andrew Rayel,Stars Collide (Mixed),5EIfMp3WDoGn5SL8fF8NUF,20,0.533,0.888,11,-9.885,0,0.0755,2.42e-05,0.00492,0.172,0.317,135.99,98813,4
453,Thundercat,Funny Thing,1c5CllrZr45UBhWpIqM332,74,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,116630,3
454,Allen Watts,Skyline (Mixed),4H5sKoc66EzGdJ4LG1cx1f,20,0.384,0.996,6,-9.399,0,0.145,2.41e-06,0.984,0.309,0.455,137.996,48693,4
455,YoungBoy Never Broke Again,Kacey Talk,1SF8piqsZWn86DajVKih8F,72,0.877,0.607,10,-7.818,0,0.15,0.535,0.0,0.138,0.773,127.055,151249,4
456,Craig Connelly,All For Love (Mixed) - Giuseppe Ottaviani Remix,09wxSxAi0WlO4z1MSQ4kmu,21,0.368,0.969,1,-8.378,1,0.0575,8.27e-05,0.157,0.335,0.555,134.965,78213,4
457,Maddie & Tae,Die From A Broken Heart,3DA4SE262k6rdEtlHteNyq,71,0.596,0.522,9,-6.633,1,0.0358,0.373,0.0,0.291,0.443,76.042,188320,4
458,Greg Sletteland,The Sign (NYC Deep House Party Crossfit Workout Hits DJ Club Remix),2P3MdLsPyIANfRHmG399O4,11,0.707,0.557,0,-9.824,1,0.0408,0.00013,0.858,0.27,0.616,121.997,204590,4
459,Lil Uzi Vert,Yessirskiii,59JWp4PjZ9TRM8cmtaDYB1,72,0.895,0.739,8,-6.633,1,0.283,0.0183,7.61e-06,0.102,0.763,140.007,219340,4
460,Greg Sletteland,Reach in the Sky DJ (Favorite Progressive House EDM Crossfit Workout Hits DJ Club Remix),5O9ldsFiyUQHgGblXNb9tT,11,0.53,0.912,6,-8.685,0,0.04,1.75e-05,0.979,0.114,0.96,128.067,225000,4
461,Bee Gees,Stayin Alive,5ubvP9oKmxLUVq506fgLhk,80,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,285373,4
462,The Cog is Dead,The Depths Below (Remastered 2020),0aaI5SaaLbNRpXgkmEiTz8,14,0.503,0.874,0,-4.4,0,0.0498,0.174,0.0,0.189,0.752,160.075,169430,4
463,SyKo,#BrooklynBloodPop!,7K9Z3yFNNLv5kwTjQYGjnu,79,0.691,0.814,1,-3.788,0,0.117,0.0164,0.0,0.366,0.509,132.012,145611,4
464,Hard Men Working Hard,Feeding Time,5SXK34SNVExFUgVHYBBkJ5,12,0.716,0.861,1,-8.697,0,0.126,0.00891,0.0,0.333,0.273,114.992,262957,4
465,Drake,Time Flies,5H4mXWKcicuLKDn4Jy0sK7,75,0.864,0.477,10,-5.786,1,0.224,0.201,0.0,0.182,0.5,86.46,192932,4
466,Hard Men Working Hard,Chinavirus,4t6vVyRYAxwBsbCPnGGaT1,12,0.805,0.748,4,-8.831,0,0.239,0.0556,2.65e-06,0.107,0.323,120.021,420000,4
467,iann dior,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),0DILU9jjSTnCv1dcbUH3ib,74,0.748,0.492,11,-8.584,1,0.0498,0.151,0.0,0.146,0.483,145.097,144000,4
468,015B,Seven Breeze,37x8vGUuVvQHmVDoabtO8R,17,0.629,0.78,2,-4.278,1,0.0522,0.498,0.0,0.0959,0.332,114.014,220693,4
469,Halsey,You should be sad,7lidXGPXPYLNThITAOTlkK,76,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,205473,4
470,Kazuhito Murata,一本の音楽 - 2020 Remaster,5iFkWXTQadweNDIl6U3xMT,26,0.364,0.714,0,-7.201,1,0.0524,0.121,1.02e-06,0.346,0.446,147.545,243480,4
471,Eve,Kaikai Kitan,6y4GYuZszeXNOXuBFsJlos,79,0.584,0.911,5,-3.515,0,0.09,0.0119,0.0,0.119,0.606,92.502,221426,4
472,HCS Year12 2020,Tiffany's,3Hp75lUe1fdzzt42SQiSnt,13,0.728,0.423,11,-11.972,0,0.0281,0.739,0.435,0.193,0.392,129.996,156970,4
473,Sheff G,Weight On Me,6A4hgJdwriera4WSUl4moW,74,0.801,0.533,3,-6.198,0,0.222,0.707,4.28e-05,0.125,0.626,121.959,157619,4
474,Sugi.wa,After Dark,7GROhdwyts8vjPdOnU10gT,13,0.581,0.256,0,-11.09,0,0.0291,0.798,0.886,0.0971,0.285,138.868,165755,3
475,Billie Eilish,No Time To Die,73SpzrcaHk0RQPFP73vqVR,81,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265,4
476,Nymano,False Hope,4HZ8NCMWAY45EwzGaihqN5,14,0.757,0.261,9,-11.532,1,0.129,0.15,0.783,0.088,0.048,169.711,164000,4
477,Justin Bieber,Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,79,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,212093,4
478,Leavv,What Was Before,3E2PPVkf1cvEqaX7p5Qak2,14,0.723,0.245,9,-18.555,0,0.0829,0.155,0.903,0.662,0.268,138.027,154000,4
479,The Weeknd,After Hours,2p8IUWQDrpjuFltbdgLOag,78,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,361027,4
480,Greg Sletteland,Feeling It Feel It DJ (Jakarta Electronic Dance Music Festival Hits Remix),6xsohTVL2NviYJJiOjwbB0,11,0.737,0.778,8,-12.257,1,0.0379,0.325,0.807,0.0942,0.403,123.996,263226,4
481,Russ,BEST ON EARTH (feat. BIA) - Bonus,0xKBkLcF71uUQeTA7FSu4A,73,0.846,0.748,5,-3.512,0,0.078,0.188,0.0,0.093,0.597,90.006,160720,4
482,Greg Sletteland,After Party DJ (UK Progressive Trance Edm Gym Workout Hits Remix),7kdxjMyEAP06fyq5qMfEUk,10,0.541,0.953,0,-8.749,1,0.0487,0.000202,0.899,0.184,0.293,138.079,166957,4
483,Greg Sletteland,DJ's Party on Sunset Boulevard Living the Hollywood Life (Electronic Dance Music Festival Hits Remix),5WtaYsqxQ9nUszMKhrCZno,11,0.605,0.906,7,-8.093,0,0.0459,0.000152,0.409,0.14,0.184,128.003,209971,4
484,Juice WRLD,Up Up And Away,7pbg3ABlAZv2NiIdKbBBFm,73,0.661,0.665,4,-6.356,0,0.053,0.538,0.0,0.0981,0.486,75.059,147548,4
485,Greg Sletteland,Drop the Bass DJ (Melbourne Bounce Shuffle Cutting Shapes Hits Remix),4GpQ8LHpAwpwFQKWtmkeBG,12,0.802,0.617,10,-10.619,1,0.111,0.0174,0.94,0.0732,0.569,127.0,181417,4
486,Playboi Carti,Rockstar Made,3cWmqvMwVQKDigWLSZ3w9h,74,0.773,0.612,8,-5.73,1,0.232,0.0398,0.0,0.142,0.381,149.999,193575,4
487,Giuseppe Ottaviani,Till We Meet Again (Mixed),6ScyathLctdgNtqrHFpJ25,19,0.449,0.988,9,-9.433,1,0.0558,6.14e-05,0.909,0.0998,0.653,136.039,70613,4
488,Lil Uzi Vert,P2,3kW4z2pIj5VY5fLjBrMRL5,74,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086,234627,4
489,Aly & Fila,Somebody Loves You (Mixed),3X0Z0bewbCs8FYry04379l,19,0.45,0.967,1,-9.194,1,0.0525,4.77e-05,0.731,0.444,0.768,139.994,82280,4
490,Halsey,Without Me,6FZDfxM3a3UCqtzo5pxSLZ,80,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
491,Saltwater,The Legacy (Mixed) - ReOrder Remix,11PeddJQPo4ER4yRyBc5Ow,19,0.453,0.998,1,-7.28,1,0.115,0.000159,0.959,0.119,0.433,136.057,42312,4
492,Yandel,CANCIÓN CON YANDEL,3pm4XtcsRIFFtH2UErk62R,80,0.75,0.741,9,-4.43,1,0.402,0.447,0.0,0.121,0.495,79.968,209180,4
493,Giuseppe Ottaviani,I Believe (Mixed),3aVHcynJPIdHMWdpOCd1a7,20,0.471,0.951,11,-8.442,0,0.0535,1.61e-05,0.0119,0.382,0.397,135.997,70573,4
494,BLACKPINK,How You Like That,4SFknyjLcyTLJFPKD2m96o,80,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
495,Graham Bell,The Sound Of Letting Go (Tribute To Yotam) [Mixed],0a2hPYweMJBKCByEHjZN94,20,0.531,0.751,8,-11.09,1,0.0623,0.00854,0.181,0.174,0.63,137.303,90653,4
496,carolesdaughter,Violent,7CFfqRW50ffULvBv7lfIIg,75,0.797,0.755,2,-5.393,1,0.0293,0.331,2.26e-06,0.124,0.411,129.955,135878,4
497,Simon Patterson,Close My Eyes (Mixed),45urCkpNGy4NOMo3pswqUX,20,0.452,0.978,10,-9.935,0,0.0578,1.13e-05,0.929,0.38,0.978,137.993,41772,3
498,Brent Faiyaz,Rehab (Winter In Paris),0zWbYGQq5O1KQd0iqzgjP6,73,0.549,0.242,5,-11.692,1,0.038,0.809,8.1e-05,0.127,0.286,144.211,180304,4
499,Ashley Wallbridge,Still Alive (Mixed),3DCkBByBVmERY3u26Ewy85,19,0.438,0.976,1,-9.861,1,0.0749,1.42e-05,0.423,0.566,0.604,137.954,83453,4
500,MisterWives,SUPERBLOOM,2HvtedoEeymVWrBPyAMNwZ,73,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102,213547,4
501,Allen Watts,The Phuture (Mixed),2Nqf15P2TPMg8vSEFQwsb4,19,0.368,0.995,1,-9.071,1,0.104,7.66e-06,0.946,0.301,0.556,138.669,55440,4
502,Junior H,Mente Positiva,3WQilym5Vi4ypxb70vx0eY,77,0.576,0.604,5,-7.558,0,0.047,0.27,0.0,0.176,0.734,99.746,192391,3
503,Nicholas Gunn,Fallen (Mixed) - Richard Durand Remix,3dxWdu9XWJcK81XnU8m4CS,19,0.426,0.974,1,-9.134,1,0.0492,3.28e-05,0.921,0.324,0.644,138.004,104347,4
504,Rod Wave,Girl Of My Dreams,09YHm6IkdZko28KdEbXtPb,70,0.637,0.562,4,-7.348,0,0.0694,0.488,0.0,0.114,0.352,75.041,159733,4
505,Elevven,One Last Time (Mixed) - Roman Messer Remix,2MwIeH57FmdRIoyxBczng0,20,0.462,0.993,6,-7.387,1,0.0632,9.53e-06,0.911,0.272,0.614,136.015,98827,4
506,Josh Abbott Band,Settle Me Down,4fFIpQ8eswym0U7movpzQR,71,0.352,0.524,4,-6.738,1,0.0336,0.729,7.05e-06,0.107,0.478,73.104,177083,3
507,meija,New Years 2020,6O8AI2tOKLKQ6C3Emm2KAL,6,0.591,0.323,0,-8.758,1,0.0423,0.268,0.0,0.292,0.384,75.0,187800,4
508,Chris Young,Famous Friends,4iXDn9pu5Q9sxv45vE8Lak,71,0.533,0.855,6,-2.901,1,0.0356,0.0553,0.0,0.335,0.64,102.017,165569,4
509,Ben Böhmer,Phases - Mixed,71XJL5aSkOkRZYuORRfOcp,17,0.691,0.713,11,-9.187,0,0.196,0.0416,0.825,0.295,0.105,124.04,247500,4
510,Conan Gray,Wish You Were Sober,0kn2gu8Pd03DiYHzRvX2Xk,78,0.701,0.728,2,-5.226,1,0.0468,0.0178,0.0,0.17,0.696,91.071,168880,4
511,Kidnap,Silence - Mixed,0EaUUoDOUlhGBJsHO1P8rt,17,0.532,0.788,0,-8.921,0,0.0455,0.147,0.819,0.262,0.0367,120.988,244320,4
512,Forest Blakk,If You Love Her,727Z2S2mtNH46CbP9EWPwY,77,0.286,0.445,6,-8.087,1,0.0347,0.355,0.0,0.114,0.278,50.827,217352,4
513,Nox Vahn,Come Together - Matthias Meyer Remix (Mixed),50nY3eAHPV74Nj1zyl0uzM,16,0.646,0.818,0,-7.689,1,0.0329,0.00196,0.856,0.105,0.423,120.097,391333,4
514,H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",6MO2bfLHKykUgCChFdw91H,75,0.816,0.513,1,-8.363,1,0.244,0.0145,0.000102,0.14,0.17,96.981,296011,4
515,Greg Sletteland,Can't Stop This Feeling (Deep House Dance Party Remix),0VoyCzfd4M5p23pu5HL1Vy,11,0.637,0.581,8,-10.073,0,0.0553,0.00839,0.0777,0.114,0.488,123.912,185803,4
516,$NOT,Moon & Stars (feat. Maggie Lindemann),3oGbHF3Kdwf3AsRCbBjUxu,73,0.713,0.47,9,-8.698,1,0.0864,0.606,1.35e-05,0.306,0.0825,84.518,187587,4
517,Greg Sletteland,My Body Is so into You (Deep House Dance Party Remix),6wccYNxf7oQlLj3hhBbIno,11,0.615,0.921,10,-10.569,0,0.0403,0.000225,0.823,0.125,0.519,124.009,216774,4
518,Greg Sletteland,Oh Baby Baby (Electronic Dance Party Remix),7puPB5ixFOkP7nYysVqCU1,11,0.802,0.703,1,-10.408,1,0.0412,0.000427,0.182,0.0878,0.885,116.007,219257,4
519,Joyner Lucas,Isis (feat. Logic),4h7qcXBtaOJnmrapxoWxGf,74,0.884,0.936,1,-3.931,1,0.167,0.206,0.0,0.262,0.758,120.004,236501,4
520,Greg Sletteland,Two Hearts All In (Deep House Dance Party Remix),3YheyJ5hmE5119nBnGCt9W,11,0.81,0.689,4,-9.962,0,0.0618,0.000856,0.924,0.154,0.43,119.983,208001,4
521,Jack Harlow,Luv Is Dro (feat. Static Major & Bryson Tiller),0LcsvJQSFIQo3RjNhPcYqT,74,0.727,0.513,6,-8.823,0,0.0524,0.0335,0.0,0.302,0.568,76.211,177190,4
522,RandomBeats,Year In Gaming 2020,4IBRml6kr1Hz7Y6pewiA7T,6,0.705,0.707,9,-9.757,1,0.365,0.629,0.0,0.0548,0.676,108.121,213000,4
523,The Cog is Dead,Loverboy (Remastered 2020),7EjL6vahiFxgED3T1tg5Nh,11,0.697,0.817,11,-4.832,0,0.0443,0.0571,0.0,0.389,0.882,122.462,117081,4
524,Cat Burns,Go,4VtRHZ4tBDHaWltVAytlLY,83,0.663,0.251,6,-9.87,0,0.0435,0.88,0.0,0.0932,0.528,90.272,215000,4
525,Greg Sletteland,Gravity Pulls Us Together Djs (Usa Deep House Party Crossfit Workout Hits DJ Club Remix),7FEtHxi32h47hNP2ERvjnb,10,0.716,0.825,1,-12.319,0,0.043,0.0103,0.88,0.121,0.475,124.95,245760,3
526,Summer Walker,White Tee (with NO1-NOAH),5m0eMnsWwzgGsUxe1mhFYR,77,0.791,0.366,1,-8.337,1,0.0966,0.744,7.24e-06,0.106,0.335,124.878,211373,4
527,Greg Sletteland,"More Love, Techno, & Rave DJ (Amsterdam Electronic Dance Music Festival Hits Radio Version)",389AuKbCi6WM3H4RtLQ1MJ,10,0.489,0.873,6,-11.054,1,0.0432,0.0177,0.556,0.0451,0.71,124.965,230400,4
528,The Kid LAROI,Diva (feat. Lil Tecca),7gVwgc8b3XnO87TpmXXFA5,74,0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902,172005,4
529,Greg Sletteland,Rise Together DJ (Las Vegas Electronic Dance Music Festival Edm Hits Radio Version),7IjjojHPOX526CNxpicnR4,10,0.621,0.792,5,-6.935,1,0.0246,3.84e-05,0.9,0.133,0.347,127.977,166880,4
530,Morgan Wallen,Somebody’s Problem,0SErdEdRcVX1uJCf1eTGYH,70,0.657,0.54,5,-7.675,1,0.0287,0.662,0.0,0.123,0.625,136.97,161773,4
531,Greg Sletteland,Welcome to Los Angeles (Electronic Dance Music Festival DJ Hits Remix),7ayJbUoDbRv1WdSL6Oz8jZ,10,0.646,0.716,1,-11.665,1,0.0282,0.000851,0.757,0.179,0.53,124.008,270742,4
532,Lil Baby,Emotionally Scarred,7ge7BHazYbVKi8qyZUX1Bm,73,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284,197530,4
533,Greg Sletteland,Tell Me You Want Me DJ (Ktown Electronic Dance Music Festival DJ Hits Remix),5X7nP2lTCFyTHHoxAQJX1w,10,0.769,0.82,2,-7.942,1,0.0557,2.01e-06,0.894,0.0707,0.398,127.991,165000,4
534,Sir Chloe,Michelle,48rZVgAGm0OlbbxjikCpqm,75,0.366,0.439,4,-5.238,1,0.0298,0.0781,1.92e-05,0.108,0.11,115.94,214088,3
535,Greg Sletteland,Exchange of Love (Los Angeles Late Night Dance Party EDM DJ Hits Club Remix),5EMFtx03txBCUhWo1Tfiic,10,0.495,0.897,2,-9.011,0,0.0354,0.00428,0.107,0.183,0.314,137.999,139130,4
536,Justin Bieber,Intentions (feat. Quavo),4umIPjkehX1r7uhmGvXiSV,78,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4
537,Greg Sletteland,Take Me Higher to Tomorrowland DJ (Electronic Dance Music Festival EDM Hits Club Remix),7qPTs2BmbdGJ8my1l8e9Tj,10,0.496,0.932,7,-4.943,1,0.0316,0.00851,0.0525,0.267,0.132,137.985,193043,4
538,BTS,Life Goes On,5FVbvttjEvQ8r2BgUcJgNg,83,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,207481,4
539,Andrew Gold,Lonely Boy - 2020 Remaster,11UjUHzsWmHc7YdNtnwaeT,11,0.593,0.723,9,-10.072,1,0.0298,0.0429,2.48e-06,0.0896,0.925,123.851,266173,4
540,Dua Lipa,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,81,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4
541,Chicane,Don't Give Up (Mixed) - Giuseppe Ottaviani Remix,3klyFzvCwEdRCtXdMU8Hjg,19,0.484,0.981,1,-8.855,1,0.0559,0.00186,0.0928,0.117,0.51,137.383,62813,4
542,Moneybagg Yo,Me Vs Me,1lUTmmPMAsxZBR2iK9CKDF,70,0.853,0.821,5,-4.537,0,0.209,0.205,0.0,0.209,0.625,130.999,183319,4
543,Above & Beyond,Blue Monday,4SI1yGSThNxNsX9cQjbUjH,21,0.649,0.893,7,-5.641,1,0.0349,0.00441,0.42,0.252,0.372,130.034,252920,4
544,The Kid LAROI,ALWAYS DO,3QCU8BT0zDS9LPVfEhRFEE,74,0.762,0.426,8,-6.865,1,0.113,0.0442,0.0,0.0858,0.582,167.827,151705,4
545,David Forbes,Splice (Mixed),50ZLhEMiYXIkqWuKU24hmg,19,0.4,0.933,7,-8.372,1,0.079,2.08e-05,0.00462,0.735,0.171,139.994,82307,4
546,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,72,0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459,252729,3
547,Giuseppe Ottaviani,Morpheus (Mixed),5nJ7YU7dQYiCHGHgqRrRUz,19,0.508,0.915,9,-9.098,0,0.0578,1.82e-05,0.824,0.253,0.59,138.051,41744,4
548,Ingrid Andress,More Hearts Than Mine,60RFlt48hm0l4Fu0JoccOl,71,0.375,0.428,0,-7.387,1,0.029,0.109,0.0,0.105,0.361,78.516,214787,4
549,Allen Watts,Another You (Mixed),04PsH83LNB46Oo33hzPvtv,19,0.447,0.999,8,-9.22,1,0.0674,0.00158,0.0104,0.53,0.459,137.95,111307,4
550,Eslabon Armado,Ando Más Que Mal,2uVW9s3bC14wp15d3Ma6EO,72,0.359,0.43,5,-7.69,0,0.0324,0.197,1.64e-05,0.11,0.198,84.762,307375,5
551,Will Atkinson,Telescope (Mixed),0hWYf0EUwzEH9RY8sji6hr,19,0.302,0.997,1,-8.043,1,0.088,2.87e-06,0.89,0.398,0.534,137.979,41747,4
552,Juice WRLD,Bad Energy,7d94IqWX2UmSKMGUYSGFJG,73,0.654,0.452,7,-6.36,1,0.0439,0.17,0.0,0.114,0.532,138.034,186749,4
553,Jorn Van Deynhoven,Waiting On The Other Side (Mixed) - Club Mix,37Cfvau7AJ3Aj7H3zsX6qo,19,0.447,0.995,1,-7.82,1,0.0832,0.000251,0.0233,0.601,0.274,138.998,105333,4
554,Lil Baby,Grace (feat. 42 Dugg),01JMnRUs2YOK6DDpdQASGY,70,0.817,0.513,10,-6.263,0,0.394,0.38,0.0,0.109,0.177,123.029,203438,4
555,Ronski Speed,Downfall (Mixed),5GvsLHMdRwwdkE1gw19eWN,19,0.385,0.952,11,-7.792,1,0.0421,4.82e-06,0.129,0.64,0.757,140.208,54880,4
556,Lil Nas X,HOLIDAY,6zFMeegAMYQo0mt8rXtrli,79,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,154998,4
557,Gregorian,20 Years,2vAzSKotniKx3FniCr37dj,16,0.544,0.559,2,-7.111,1,0.0279,0.287,0.0,0.328,0.175,110.051,248240,4
558,Rod Wave,The Greatest,0EVG3d1RVbJjYh43fQDcR9,70,0.731,0.405,0,-14.41,1,0.148,0.0899,0.0,0.0696,0.591,125.96,168587,4
559,Al Stewart,Midas Shadow - 2020 Remaster,5CkvbGDenhRwGKiQv48N6R,13,0.732,0.478,2,-10.832,0,0.0368,0.28,0.00224,0.118,0.428,114.063,193093,4
560,Wilbur Soot,Your New Boyfriend,4vLBnQtece15fFhqWxZvJP,75,0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,0.74,104.532,239667,4
561,Al Stewart,Flying Sorcery - 2020 Remaster,29jzOj8URja6Rz7N62bxVh,15,0.599,0.723,2,-8.963,1,0.0299,0.0642,7.12e-05,0.109,0.633,90.291,262947,4
562,CJ,Whoopty,5vGLcdRuSbUhD8ScwsGSdA,79,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,123263,4
563,Greg Sletteland,I Can Feel the Love from You (Deep House Dance Party Remix),5uDdlGnNidP0iBOiWPhhPz,11,0.753,0.913,3,-7.479,0,0.0333,0.00695,0.197,0.144,0.951,121.97,188864,4
564,Sean Kingston,Eenie Meenie,45O0tUN9Bh6LH4eNxQ07AT,69,0.734,0.639,1,-3.241,1,0.0316,0.0348,0.0,0.102,0.836,121.212,201653,4
565,Greg Sletteland,Feel Love in the Music (Chill Electronic Music Remix),4iVUdetI0cQ4cOmuvGEyuA,10,0.853,0.381,7,-11.549,1,0.0552,0.27,0.95,0.108,0.288,123.994,185805,4
566,Sam Hunt,Breaking Up Was Easy In The 90's,4sf2L157iEgAR7yrCNLgSq,71,0.562,0.649,9,-5.4,1,0.0494,0.231,0.0,0.341,0.376,145.913,215933,4
567,Greg Sletteland,Light It Up (Chill Electronic Music Remix),6qRpJ9vJlSppO07xPJPv8k,12,0.769,0.818,7,-9.66,1,0.0526,0.00012,0.888,0.153,0.49,124.006,193548,4
568,ElyOtto,SugarCrash!,2ePtv8MlBO9nuuXABqAfEX,78,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081,4
569,Workout Music ,Circles (Remix),6icA7L3zrvdEzshYy3lFkg,16,0.676,0.644,0,-6.177,1,0.0899,0.000211,0.00992,0.0651,0.831,127.973,255000,4
570,Little Big Town,"Wine, Beer, Whiskey",5avVDmK9FVJpd3MDO8I3Zl,70,0.727,0.914,7,-5.85,1,0.0743,0.617,0.0,0.596,0.784,106.021,196160,4
571,HammerFall,Raise the Hammer - 2020 Remix,4NcyaRKRP19wrrBZU0LUC3,22,0.44,0.977,1,-6.198,1,0.0756,5.66e-06,0.735,0.0669,0.274,127.047,205821,4
572,Bad Bunny,Soliá,7sOfmPd18RWp3FoCzpa7Kw,79,0.71,0.81,2,-5.507,1,0.0854,0.117,0.000132,0.154,0.184,92.041,159282,4
573,Jody Wisternoff,Nightwhisper - Mixed,1iBlKTBMVDAO7XA1yFCUXe,15,0.628,0.883,1,-5.887,1,0.0363,0.000975,0.932,0.27,0.143,120.221,367000,4
574,Jawsh 685,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,81,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,171375,4
575,Disclosure,You & Me - Flume Remix,2ecVNoRLcktZ3VIYsan9Pw,19,0.599,0.392,10,-6.869,0,0.0257,0.378,0.000107,0.131,0.26,75.066,282813,4
576,Jhené Aiko,P*$$Y Fairy (OTW),48KXAIruJ07kJVCWOGohMV,72,0.572,0.519,2,-7.092,0,0.212,0.536,0.0,0.102,0.35,128.331,181860,4
577,Ben Böhmer,Breathing - Boris Brejcha Remix (Mixed),6DtwPyMqylx1cdfvo3I2ET,15,0.828,0.796,11,-11.041,0,0.0505,0.0314,0.896,0.116,0.105,122.014,499625,4
578,Sech,Relación - Remix,35UUpTmrcFXNIVIN26ujXl,80,0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,247308,4
579,Johann Strauss I,"Radetzky-Marsch, Op. 228",2TPiVQ1dcV5DWloRkyQCng,22,0.53,0.726,9,-14.734,1,0.194,0.893,0.945,0.904,0.191,97.93,235332,4
580,21 Savage,Glock In My Lap,6pcywuOeGGWeOQzdUyti6k,72,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591,4
581,Cool Vibes Jazz,New Year Resolutions,7xbTNPhSrwHRp2UEB7be3H,11,0.771,0.065,11,-24.889,1,0.0577,0.72,0.816,0.111,0.263,69.934,137150,4
582,Junior H,1004 Kilómetros,0pt0wjZNeFOMIeCudmXRrl,74,0.651,0.567,11,-6.477,0,0.0301,0.671,0.000373,0.126,0.521,96.845,277167,4
583,Junko Yagami,カシミヤのほほえみ - 2020 Remaster,4xFNjuGmscB1pmnCol3uYm,11,0.804,0.837,2,-8.499,0,0.0359,0.269,0.0216,0.093,0.973,131.393,271427,4
